,smiles,score_type,origin,m_score__min__energy,m_primary,rmsd,m_score__min__rmsd,meeko,energy,cluster_rmsd,cluster,Structure
27,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-6.94,energy,4.352206674373676,4.352206674373676,"{""free_energy"": -6.87, ""intermolecular_energy"": -8.06, ""internal_energy"": -2.86, ""cluster_size"": 50, ""cluster_id"": 1, ""rank_in_cluster"": 28}",-6.87,0.24,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@@H]1c1c[nH]c2ccccc12
28,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-6.94,energy,4.353750300197596,4.353750300197596,"{""free_energy"": -6.86, ""intermolecular_energy"": -8.05, ""internal_energy"": -2.88, ""cluster_size"": 50, ""cluster_id"": 1, ""rank_in_cluster"": 39}",-6.87,0.24,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@@H]1c1c[nH]c2ccccc12
29,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-6.94,energy,4.350641509505849,4.350641509505849,"{""free_energy"": -6.86, ""intermolecular_energy"": -8.05, ""internal_energy"": -2.88, ""cluster_size"": 50, ""cluster_id"": 1, ""rank_in_cluster"": 37}",-6.86,0.22,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@@H]1c1c[nH]c2ccccc12
30,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-6.94,energy,4.348852301061119,4.348852301061119,"{""free_energy"": -6.91, ""intermolecular_energy"": -8.1, ""internal_energy"": -2.83, ""cluster_size"": 50, ""cluster_id"": 1, ""rank_in_cluster"": 6}",-6.86,0.26,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@@H]1c1c[nH]c2ccccc12
31,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-6.94,energy,4.342623519708923,4.342623519708923,"{""free_energy"": -6.86, ""intermolecular_energy"": -8.05, ""internal_energy"": -2.88, ""cluster_size"": 50, ""cluster_id"": 1, ""rank_in_cluster"": 42}",-6.86,0.24,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@@H]1c1c[nH]c2ccccc12
32,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-6.94,energy,4.366137825901126,4.366137825901126,"{""free_energy"": -6.87, ""intermolecular_energy"": -8.06, ""internal_energy"": -2.84, ""cluster_size"": 50, ""cluster_id"": 1, ""rank_in_cluster"": 27}",-6.86,0.25,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@@H]1c1c[nH]c2ccccc12
33,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-6.94,energy,4.340218118967602,4.340218118967602,"{""free_energy"": -6.86, ""intermolecular_energy"": -8.05, ""internal_energy"": -2.88, ""cluster_size"": 50, ""cluster_id"": 1, ""rank_in_cluster"": 36}",-6.86,0.25,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@@H]1c1c[nH]c2ccccc12
34,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-6.94,energy,4.3462870742731035,4.3462870742731035,"{""free_energy"": -6.89, ""intermolecular_energy"": -8.09, ""internal_energy"": -2.83, ""cluster_size"": 50, ""cluster_id"": 1, ""rank_in_cluster"": 15}",-6.86,0.26,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@@H]1c1c[nH]c2ccccc12
35,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-6.94,energy,4.360379493582206,4.360379493582206,"{""free_energy"": -6.87, ""intermolecular_energy"": -8.07, ""internal_energy"": -2.84, ""cluster_size"": 50, ""cluster_id"": 1, ""rank_in_cluster"": 24}",-6.86,0.25,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@@H]1c1c[nH]c2ccccc12
36,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-6.94,energy,4.350485670682496,4.350485670682496,"{""free_energy"": -6.85, ""intermolecular_energy"": -8.05, ""internal_energy"": -2.88, ""cluster_size"": 50, ""cluster_id"": 1, ""rank_in_cluster"": 46}",-6.86,0.27,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@@H]1c1c[nH]c2ccccc12
37,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-6.94,energy,4.343202542060672,4.343202542060672,"{""free_energy"": -6.85, ""intermolecular_energy"": -8.05, ""internal_energy"": -2.87, ""cluster_size"": 50, ""cluster_id"": 1, ""rank_in_cluster"": 47}",-6.86,0.24,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@@H]1c1c[nH]c2ccccc12
38,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-6.94,energy,4.348859707020395,4.348859707020395,"{""free_energy"": -6.9, ""intermolecular_energy"": -8.1, ""internal_energy"": -2.84, ""cluster_size"": 50, ""cluster_id"": 1, ""rank_in_cluster"": 9}",-6.86,0.26,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@@H]1c1c[nH]c2ccccc12
39,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-6.94,energy,4.334757224665126,4.334757224665126,"{""free_energy"": -6.89, ""intermolecular_energy"": -8.09, ""internal_energy"": -2.84, ""cluster_size"": 50, ""cluster_id"": 1, ""rank_in_cluster"": 16}",-6.86,0.25,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@@H]1c1c[nH]c2ccccc12
40,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-6.94,energy,4.344274339846703,4.344274339846703,"{""free_energy"": -6.9, ""intermolecular_energy"": -8.09, ""internal_energy"": -2.82, ""cluster_size"": 50, ""cluster_id"": 1, ""rank_in_cluster"": 12}",-6.86,0.27,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@@H]1c1c[nH]c2ccccc12
41,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-6.94,energy,4.346971070387785,4.346971070387785,"{""free_energy"": -6.91, ""intermolecular_energy"": -8.11, ""internal_energy"": -2.82, ""cluster_size"": 50, ""cluster_id"": 1, ""rank_in_cluster"": 4}",-6.86,0.27,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@@H]1c1c[nH]c2ccccc12
42,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-6.94,energy,4.340244996280083,4.340244996280083,"{""free_energy"": -6.86, ""intermolecular_energy"": -8.05, ""internal_energy"": -2.88, ""cluster_size"": 50, ""cluster_id"": 1, ""rank_in_cluster"": 32}",-6.86,0.25,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@@H]1c1c[nH]c2ccccc12
43,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-6.94,energy,4.343902201554309,4.343902201554309,"{""free_energy"": -6.85, ""intermolecular_energy"": -8.04, ""internal_energy"": -2.88, ""cluster_size"": 50, ""cluster_id"": 1, ""rank_in_cluster"": 48}",-6.86,0.27,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@@H]1c1c[nH]c2ccccc12
44,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-6.94,energy,4.347995589089513,4.347995589089513,"{""free_energy"": -6.89, ""intermolecular_energy"": -8.08, ""internal_energy"": -2.84, ""cluster_size"": 50, ""cluster_id"": 1, ""rank_in_cluster"": 17}",-6.86,0.25,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@@H]1c1c[nH]c2ccccc12
45,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-6.94,energy,4.348294123979107,4.348294123979107,"{""free_energy"": -6.89, ""intermolecular_energy"": -8.08, ""internal_energy"": -2.84, ""cluster_size"": 50, ""cluster_id"": 1, ""rank_in_cluster"": 18}",-6.85,0.25,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@@H]1c1c[nH]c2ccccc12
46,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-6.94,energy,4.340235955452884,4.340235955452884,"{""free_energy"": -6.86, ""intermolecular_energy"": -8.06, ""internal_energy"": -2.87, ""cluster_size"": 50, ""cluster_id"": 1, ""rank_in_cluster"": 30}",-6.85,0.26,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@@H]1c1c[nH]c2ccccc12
47,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-6.94,energy,4.353344844502499,4.353344844502499,"{""free_energy"": -6.86, ""intermolecular_energy"": -8.05, ""internal_energy"": -2.88, ""cluster_size"": 50, ""cluster_id"": 1, ""rank_in_cluster"": 40}",-6.85,0.24,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@@H]1c1c[nH]c2ccccc12
48,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-6.94,energy,4.35011237355999,4.35011237355999,"{""free_energy"": -6.94, ""intermolecular_energy"": -8.14, ""internal_energy"": -2.78, ""cluster_size"": 50, ""cluster_id"": 1, ""rank_in_cluster"": 1}",-6.85,0.25,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@@H]1c1c[nH]c2ccccc12
49,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-6.94,energy,4.35854985665078,4.35854985665078,"{""free_energy"": -6.88, ""intermolecular_energy"": -8.07, ""internal_energy"": -2.84, ""cluster_size"": 50, ""cluster_id"": 1, ""rank_in_cluster"": 19}",-6.85,0.27,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@@H]1c1c[nH]c2ccccc12
50,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-7.85,energy,4.983446134866831,4.983446134866831,"{""free_energy"": -7.27, ""intermolecular_energy"": -8.46, ""internal_energy"": -2.22, ""cluster_size"": 35, ""cluster_id"": 4, ""rank_in_cluster"": 28}",-7.85,0.0,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@H]1c1c[nH]c2ccccc12
51,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-7.85,energy,10.773763622967303,10.773763622967303,"{""free_energy"": -7.52, ""intermolecular_energy"": -8.72, ""internal_energy"": -1.97, ""cluster_size"": 7, ""cluster_id"": 2, ""rank_in_cluster"": 7}",-7.82,0.11,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@H]1c1c[nH]c2ccccc12
52,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-7.85,energy,5.02566006231032,5.02566006231032,"{""free_energy"": -7.32, ""intermolecular_energy"": -8.52, ""internal_energy"": -2.22, ""cluster_size"": 35, ""cluster_id"": 4, ""rank_in_cluster"": 5}",-7.82,0.15,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@H]1c1c[nH]c2ccccc12
53,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-7.85,energy,11.577709811517963,11.577709811517963,"{""free_energy"": -7.85, ""intermolecular_energy"": -9.04, ""internal_energy"": -1.73, ""cluster_size"": 5, ""cluster_id"": 1, ""rank_in_cluster"": 1}",-7.81,0.16,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@H]1c1c[nH]c2ccccc12
54,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-7.85,energy,4.977292152168859,4.977292152168859,"{""free_energy"": -7.3, ""intermolecular_energy"": -8.5, ""internal_energy"": -2.24, ""cluster_size"": 35, ""cluster_id"": 4, ""rank_in_cluster"": 11}",-7.68,0.81,1,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@H]1c1c[nH]c2ccccc12
55,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,oracle,autodockgpu,-7.85,energy,4.955676620282666,4.955676620282666,"{""free_energy"": -7.28, ""intermolecular_energy"": -8.47, ""internal_energy"": -2.26, ""cluster_size"": 35, ""cluster_id"": 4, ""rank_in_cluster"": 24}",-7.63,0.0,2,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2[C@H]1c1c[nH]c2ccccc12
