smiles,score_type,origin,m_score__min__energy,m_primary,meeko,energy,cluster_rmsd,rmsd,cluster
O=C(CCCOc1ccc(Cl)cc1Cl)NCc1cccc2cccnc12,oracle,autodockgpu,-8.4600000000000009,energy,"{""free_energy"": -6.98, ""intermolecular_energy"": -9.07, ""internal_energy"": -1.91, ""cluster_size"": 2, ""cluster_id"": 2, ""rank_in_cluster"": 2}",-8.46,0.0,271.58,1
O=C(CCCOc1ccc(Cl)cc1Cl)NCc1cccc2cccnc12,oracle,autodockgpu,-8.4600000000000009,energy,"{""free_energy"": -5.29, ""intermolecular_energy"": -7.38, ""internal_energy"": -3.99, ""cluster_size"": 10, ""cluster_id"": 4, ""rank_in_cluster"": 3}",-8.23,1.42,271.32,1
O=C(CCCOc1ccc(Cl)cc1Cl)NCc1cccc2cccnc12,oracle,autodockgpu,-8.4600000000000009,energy,"{""free_energy"": -8.14, ""intermolecular_energy"": -10.23, ""internal_energy"": -0.92, ""cluster_size"": 6, ""cluster_id"": 1, ""rank_in_cluster"": 3}",-8.14,1.19,271.39,1
O=C(CCCOc1ccc(Cl)cc1Cl)NCc1cccc2cccnc12,oracle,autodockgpu,-8.4600000000000009,energy,"{""free_energy"": -8.46, ""intermolecular_energy"": -10.55, ""internal_energy"": -0.78, ""cluster_size"": 6, ""cluster_id"": 1, ""rank_in_cluster"": 1}",-8.08,1.25,271.28,1
O=C(CCCOc1ccc(Cl)cc1Cl)NCc1cccc2cccnc12,oracle,autodockgpu,-8.4600000000000009,energy,"{""free_energy"": -5.25, ""intermolecular_energy"": -7.34, ""internal_energy"": -3.85, ""cluster_size"": 10, ""cluster_id"": 4, ""rank_in_cluster"": 8}",-7.43,1.83,271.23,1
O=C(CCCOc1ccc(Cl)cc1Cl)NCc1cccc2cccnc12,oracle,autodockgpu,-8.4600000000000009,energy,"{""free_energy"": -7.34, ""intermolecular_energy"": -9.43, ""internal_energy"": -1.54, ""cluster_size"": 2, ""cluster_id"": 3, ""rank_in_cluster"": 1}",-7.07,1.72,271.03,1
O=C(CCCOc1ccc(Cl)cc1Cl)NCc1cccc2cccnc12,oracle,autodockgpu,-8.4600000000000009,energy,"{""free_energy"": -5.28, ""intermolecular_energy"": -7.37, ""internal_energy"": -3.98, ""cluster_size"": 10, ""cluster_id"": 4, ""rank_in_cluster"": 5}",-7.47,0.0,271.0,2
O=C(CCCOc1ccc(Cl)cc1Cl)NCc1cccc2cccnc12,oracle,autodockgpu,-8.4600000000000009,energy,"{""free_energy"": -8.08, ""intermolecular_energy"": -10.16, ""internal_energy"": -0.93, ""cluster_size"": 6, ""cluster_id"": 1, ""rank_in_cluster"": 4}",-6.98,1.52,270.72,2
O=C(CCCOc1ccc(Cl)cc1Cl)NCc1cccc2cccnc12,oracle,autodockgpu,-8.4600000000000009,energy,"{""free_energy"": -5.28, ""intermolecular_energy"": -7.37, ""internal_energy"": -3.97, ""cluster_size"": 10, ""cluster_id"": 4, ""rank_in_cluster"": 4}",-7.34,0.0,270.72,3
O=C(CCCOc1ccc(Cl)cc1Cl)NCc1cccc2cccnc12,oracle,autodockgpu,-8.4600000000000009,energy,"{""free_energy"": -6.43, ""intermolecular_energy"": -8.51, ""internal_energy"": -2.29, ""cluster_size"": 2, ""cluster_id"": 3, ""rank_in_cluster"": 2}",-6.43,1.83,270.26,3
O=C(CCCOc1ccc(Cl)cc1Cl)NCc1cccc2cccnc12,oracle,autodockgpu,-8.4600000000000009,energy,"{""free_energy"": -5.28, ""intermolecular_energy"": -7.36, ""internal_energy"": -3.98, ""cluster_size"": 10, ""cluster_id"": 4, ""rank_in_cluster"": 7}",-5.33,0.0,271.16,4
O=C(CCCOc1ccc(Cl)cc1Cl)NCc1cccc2cccnc12,oracle,autodockgpu,-8.4600000000000009,energy,"{""free_energy"": -4.78, ""intermolecular_energy"": -6.87, ""internal_energy"": -4.08, ""cluster_size"": 10, ""cluster_id"": 4, ""rank_in_cluster"": 9}",-5.3,0.33,271.14,4
O=C(CCCOc1ccc(Cl)cc1Cl)NCc1cccc2cccnc12,oracle,autodockgpu,-8.4600000000000009,energy,"{""free_energy"": -5.33, ""intermolecular_energy"": -7.41, ""internal_energy"": -3.92, ""cluster_size"": 10, ""cluster_id"": 4, ""rank_in_cluster"": 1}",-5.29,0.07,271.15,4
O=C(CCCOc1ccc(Cl)cc1Cl)NCc1cccc2cccnc12,oracle,autodockgpu,-8.4600000000000009,energy,"{""free_energy"": -4.72, ""intermolecular_energy"": -6.81, ""internal_energy"": -4.09, ""cluster_size"": 10, ""cluster_id"": 4, ""rank_in_cluster"": 10}",-5.28,0.2,271.18,4
O=C(CCCOc1ccc(Cl)cc1Cl)NCc1cccc2cccnc12,oracle,autodockgpu,-8.4600000000000009,energy,"{""free_energy"": -7.07, ""intermolecular_energy"": -9.15, ""internal_energy"": -1.54, ""cluster_size"": 6, ""cluster_id"": 1, ""rank_in_cluster"": 6}",-5.28,0.12,271.15,4
O=C(CCCOc1ccc(Cl)cc1Cl)NCc1cccc2cccnc12,oracle,autodockgpu,-8.4600000000000009,energy,"{""free_energy"": -5.28, ""intermolecular_energy"": -7.37, ""internal_energy"": -3.98, ""cluster_size"": 10, ""cluster_id"": 4, ""rank_in_cluster"": 6}",-5.28,0.13,271.17,4
O=C(CCCOc1ccc(Cl)cc1Cl)NCc1cccc2cccnc12,oracle,autodockgpu,-8.4600000000000009,energy,"{""free_energy"": -8.23, ""intermolecular_energy"": -10.31, ""internal_energy"": -0.73, ""cluster_size"": 6, ""cluster_id"": 1, ""rank_in_cluster"": 2}",-5.28,0.13,271.12,4
O=C(CCCOc1ccc(Cl)cc1Cl)NCc1cccc2cccnc12,oracle,autodockgpu,-8.4600000000000009,energy,"{""free_energy"": -7.47, ""intermolecular_energy"": -9.55, ""internal_energy"": -1.81, ""cluster_size"": 2, ""cluster_id"": 2, ""rank_in_cluster"": 1}",-5.25,0.36,271.2,4
O=C(CCCOc1ccc(Cl)cc1Cl)NCc1cccc2cccnc12,oracle,autodockgpu,-8.4600000000000009,energy,"{""free_energy"": -5.3, ""intermolecular_energy"": -7.39, ""internal_energy"": -3.88, ""cluster_size"": 10, ""cluster_id"": 4, ""rank_in_cluster"": 2}",-4.78,1.62,270.71,4
O=C(CCCOc1ccc(Cl)cc1Cl)NCc1cccc2cccnc12,oracle,autodockgpu,-8.4600000000000009,energy,"{""free_energy"": -7.43, ""intermolecular_energy"": -9.52, ""internal_energy"": -1.22, ""cluster_size"": 6, ""cluster_id"": 1, ""rank_in_cluster"": 5}",-4.72,1.61,270.73,4
