smiles,score_type,origin,m_score__min__energy,m_primary,meeko,energy,cluster_rmsd,rmsd,cluster
O=C(NCC(=O)N1C[C@H](O)C[C@H]1CO)c1ccc2cc(Cl)ccc2n1,oracle,autodockgpu,-6.9400000000000004,energy,"{""free_energy"": -6.49, ""intermolecular_energy"": -8.58, ""internal_energy"": -2.1, ""cluster_size"": 3, ""cluster_id"": 3, ""rank_in_cluster"": 1}",-6.94,0.0,271.72,1
O=C(NCC(=O)N1C[C@H](O)C[C@H]1CO)c1ccc2cc(Cl)ccc2n1,oracle,autodockgpu,-6.9400000000000004,energy,"{""free_energy"": -6.85, ""intermolecular_energy"": -8.94, ""internal_energy"": -1.83, ""cluster_size"": 4, ""cluster_id"": 2, ""rank_in_cluster"": 1}",-6.74,1.81,271.43,1
O=C(NCC(=O)N1C[C@H](O)C[C@H]1CO)c1ccc2cc(Cl)ccc2n1,oracle,autodockgpu,-6.9400000000000004,energy,"{""free_energy"": -6.02, ""intermolecular_energy"": -8.11, ""internal_energy"": -2.29, ""cluster_size"": 10, ""cluster_id"": 1, ""rank_in_cluster"": 7}",-6.67,1.9,271.39,1
O=C(NCC(=O)N1C[C@H](O)C[C@H]1CO)c1ccc2cc(Cl)ccc2n1,oracle,autodockgpu,-6.9400000000000004,energy,"{""free_energy"": -5.89, ""intermolecular_energy"": -7.98, ""internal_energy"": -2.96, ""cluster_size"": 10, ""cluster_id"": 1, ""rank_in_cluster"": 8}",-6.3,1.86,271.43,1
O=C(NCC(=O)N1C[C@H](O)C[C@H]1CO)c1ccc2cc(Cl)ccc2n1,oracle,autodockgpu,-6.9400000000000004,energy,"{""free_energy"": -6.4, ""intermolecular_energy"": -8.49, ""internal_energy"": -2.13, ""cluster_size"": 3, ""cluster_id"": 3, ""rank_in_cluster"": 3}",-6.14,1.8,271.33,1
O=C(NCC(=O)N1C[C@H](O)C[C@H]1CO)c1ccc2cc(Cl)ccc2n1,oracle,autodockgpu,-6.9400000000000004,energy,"{""free_energy"": -6.94, ""intermolecular_energy"": -9.03, ""internal_energy"": -1.73, ""cluster_size"": 10, ""cluster_id"": 1, ""rank_in_cluster"": 1}",-6.05,1.99,271.58,1
O=C(NCC(=O)N1C[C@H](O)C[C@H]1CO)c1ccc2cc(Cl)ccc2n1,oracle,autodockgpu,-6.9400000000000004,energy,"{""free_energy"": -6.59, ""intermolecular_energy"": -8.67, ""internal_energy"": -2.03, ""cluster_size"": 4, ""cluster_id"": 2, ""rank_in_cluster"": 4}",-6.02,1.65,271.73,1
O=C(NCC(=O)N1C[C@H](O)C[C@H]1CO)c1ccc2cc(Cl)ccc2n1,oracle,autodockgpu,-6.9400000000000004,energy,"{""free_energy"": -6.67, ""intermolecular_energy"": -8.76, ""internal_energy"": -2.1, ""cluster_size"": 10, ""cluster_id"": 1, ""rank_in_cluster"": 3}",-5.89,1.79,271.01,1
O=C(NCC(=O)N1C[C@H](O)C[C@H]1CO)c1ccc2cc(Cl)ccc2n1,oracle,autodockgpu,-6.9400000000000004,energy,"{""free_energy"": -6.74, ""intermolecular_energy"": -8.83, ""internal_energy"": -2.07, ""cluster_size"": 10, ""cluster_id"": 1, ""rank_in_cluster"": 2}",-5.88,1.8,271.03,1
O=C(NCC(=O)N1C[C@H](O)C[C@H]1CO)c1ccc2cc(Cl)ccc2n1,oracle,autodockgpu,-6.9400000000000004,energy,"{""free_energy"": -5.88, ""intermolecular_energy"": -7.96, ""internal_energy"": -2.95, ""cluster_size"": 10, ""cluster_id"": 1, ""rank_in_cluster"": 9}",-5.87,1.85,271.25,1
