smiles,score_type,origin,m_score__min__energy,m_primary,meeko,energy,cluster_rmsd,rmsd,cluster
CN(C)CCN(C)c1ccc(/C=C/c2nc3ccc(F)cc3c(=O)n2Cc2ccccc2)cc1,oracle,autodockgpu,-8.2899999999999991,energy,"{""free_energy"": -8.07, ""intermolecular_energy"": -10.76, ""internal_energy"": -1.62, ""cluster_size"": 11, ""cluster_id"": 1, ""rank_in_cluster"": 3}",-8.29,0.0,271.28,1
CN(C)CCN(C)c1ccc(/C=C/c2nc3ccc(F)cc3c(=O)n2Cc2ccccc2)cc1,oracle,autodockgpu,-8.2899999999999991,energy,"{""free_energy"": -8.01, ""intermolecular_energy"": -10.69, ""internal_energy"": -1.64, ""cluster_size"": 11, ""cluster_id"": 1, ""rank_in_cluster"": 5}",-8.2,0.57,271.3,1
CN(C)CCN(C)c1ccc(/C=C/c2nc3ccc(F)cc3c(=O)n2Cc2ccccc2)cc1,oracle,autodockgpu,-8.2899999999999991,energy,"{""free_energy"": -7.8, ""intermolecular_energy"": -10.48, ""internal_energy"": -1.69, ""cluster_size"": 11, ""cluster_id"": 1, ""rank_in_cluster"": 11}",-8.07,1.69,271.2,1
CN(C)CCN(C)c1ccc(/C=C/c2nc3ccc(F)cc3c(=O)n2Cc2ccccc2)cc1,oracle,autodockgpu,-8.2899999999999991,energy,"{""free_energy"": -6.63, ""intermolecular_energy"": -9.31, ""internal_energy"": -2.57, ""cluster_size"": 2, ""cluster_id"": 5, ""rank_in_cluster"": 2}",-8.01,0.6,271.14,1
CN(C)CCN(C)c1ccc(/C=C/c2nc3ccc(F)cc3c(=O)n2Cc2ccccc2)cc1,oracle,autodockgpu,-8.2899999999999991,energy,"{""free_energy"": -8.24, ""intermolecular_energy"": -10.92, ""internal_energy"": -1.7, ""cluster_size"": 2, ""cluster_id"": 2, ""rank_in_cluster"": 1}",-8.01,1.65,271.13,1
CN(C)CCN(C)c1ccc(/C=C/c2nc3ccc(F)cc3c(=O)n2Cc2ccccc2)cc1,oracle,autodockgpu,-8.2899999999999991,energy,"{""free_energy"": -7.74, ""intermolecular_energy"": -10.43, ""internal_energy"": -1.83, ""cluster_size"": 1, ""cluster_id"": 3, ""rank_in_cluster"": 1}",-7.97,0.72,271.17,1
CN(C)CCN(C)c1ccc(/C=C/c2nc3ccc(F)cc3c(=O)n2Cc2ccccc2)cc1,oracle,autodockgpu,-8.2899999999999991,energy,"{""free_energy"": -6.51, ""intermolecular_energy"": -9.19, ""internal_energy"": -2.86, ""cluster_size"": 2, ""cluster_id"": 7, ""rank_in_cluster"": 2}",-7.87,1.16,271.21,1
CN(C)CCN(C)c1ccc(/C=C/c2nc3ccc(F)cc3c(=O)n2Cc2ccccc2)cc1,oracle,autodockgpu,-8.2899999999999991,energy,"{""free_energy"": -7.83, ""intermolecular_energy"": -10.52, ""internal_energy"": -1.62, ""cluster_size"": 11, ""cluster_id"": 1, ""rank_in_cluster"": 10}",-7.87,1.79,271.13,1
CN(C)CCN(C)c1ccc(/C=C/c2nc3ccc(F)cc3c(=O)n2Cc2ccccc2)cc1,oracle,autodockgpu,-8.2899999999999991,energy,"{""free_energy"": -8.2, ""intermolecular_energy"": -10.88, ""internal_energy"": -1.61, ""cluster_size"": 11, ""cluster_id"": 1, ""rank_in_cluster"": 2}",-7.85,0.55,271.19,1
CN(C)CCN(C)c1ccc(/C=C/c2nc3ccc(F)cc3c(=O)n2Cc2ccccc2)cc1,oracle,autodockgpu,-8.2899999999999991,energy,"{""free_energy"": -7.41, ""intermolecular_energy"": -10.09, ""internal_energy"": -2.09, ""cluster_size"": 1, ""cluster_id"": 6, ""rank_in_cluster"": 1}",-7.83,1.55,271.15,1
