smiles,score_type,origin,m_score__min__energy,m_primary,meeko,energy,cluster_rmsd,rmsd,cluster
CS(=O)(=O)N1Cc2ccccc2C1c1c[nH]c2ccc(Cl)cc12,oracle,autodockgpu,-7.3399999999999999,energy,"{""free_energy"": -7.32, ""intermolecular_energy"": -7.92, ""internal_energy"": -1.08, ""cluster_size"": 20, ""cluster_id"": 1, ""rank_in_cluster"": 20}",-7.34,0.0,271.95,1
CS(=O)(=O)N1Cc2ccccc2C1c1c[nH]c2ccc(Cl)cc12,oracle,autodockgpu,-7.3399999999999999,energy,"{""free_energy"": -7.33, ""intermolecular_energy"": -7.93, ""internal_energy"": -1.08, ""cluster_size"": 20, ""cluster_id"": 1, ""rank_in_cluster"": 12}",-7.33,0.04,271.96,1
CS(=O)(=O)N1Cc2ccccc2C1c1c[nH]c2ccc(Cl)cc12,oracle,autodockgpu,-7.3399999999999999,energy,"{""free_energy"": -7.33, ""intermolecular_energy"": -7.92, ""internal_energy"": -1.08, ""cluster_size"": 20, ""cluster_id"": 1, ""rank_in_cluster"": 18}",-7.33,0.03,271.94,1
CS(=O)(=O)N1Cc2ccccc2C1c1c[nH]c2ccc(Cl)cc12,oracle,autodockgpu,-7.3399999999999999,energy,"{""free_energy"": -7.33, ""intermolecular_energy"": -7.93, ""internal_energy"": -1.08, ""cluster_size"": 20, ""cluster_id"": 1, ""rank_in_cluster"": 8}",-7.33,0.03,271.94,1
CS(=O)(=O)N1Cc2ccccc2C1c1c[nH]c2ccc(Cl)cc12,oracle,autodockgpu,-7.3399999999999999,energy,"{""free_energy"": -7.33, ""intermolecular_energy"": -7.93, ""internal_energy"": -1.08, ""cluster_size"": 20, ""cluster_id"": 1, ""rank_in_cluster"": 4}",-7.33,0.03,271.95,1
CS(=O)(=O)N1Cc2ccccc2C1c1c[nH]c2ccc(Cl)cc12,oracle,autodockgpu,-7.3399999999999999,energy,"{""free_energy"": -7.33, ""intermolecular_energy"": -7.93, ""internal_energy"": -1.08, ""cluster_size"": 20, ""cluster_id"": 1, ""rank_in_cluster"": 2}",-7.33,0.03,271.95,1
CS(=O)(=O)N1Cc2ccccc2C1c1c[nH]c2ccc(Cl)cc12,oracle,autodockgpu,-7.3399999999999999,energy,"{""free_energy"": -7.33, ""intermolecular_energy"": -7.93, ""internal_energy"": -1.08, ""cluster_size"": 20, ""cluster_id"": 1, ""rank_in_cluster"": 16}",-7.33,0.04,271.96,1
CS(=O)(=O)N1Cc2ccccc2C1c1c[nH]c2ccc(Cl)cc12,oracle,autodockgpu,-7.3399999999999999,energy,"{""free_energy"": -7.33, ""intermolecular_energy"": -7.93, ""internal_energy"": -1.08, ""cluster_size"": 20, ""cluster_id"": 1, ""rank_in_cluster"": 5}",-7.33,0.03,271.95,1
CS(=O)(=O)N1Cc2ccccc2C1c1c[nH]c2ccc(Cl)cc12,oracle,autodockgpu,-7.3399999999999999,energy,"{""free_energy"": -7.33, ""intermolecular_energy"": -7.93, ""internal_energy"": -1.08, ""cluster_size"": 20, ""cluster_id"": 1, ""rank_in_cluster"": 9}",-7.33,0.03,271.96,1
CS(=O)(=O)N1Cc2ccccc2C1c1c[nH]c2ccc(Cl)cc12,oracle,autodockgpu,-7.3399999999999999,energy,"{""free_energy"": -7.33, ""intermolecular_energy"": -7.93, ""internal_energy"": -1.08, ""cluster_size"": 20, ""cluster_id"": 1, ""rank_in_cluster"": 3}",-7.33,0.04,271.95,1
