smiles,score_type,origin,m_score__min__energy,m_primary,meeko,energy,cluster_rmsd,rmsd,cluster
O=C(NCC(=O)N1CCCC[C@H]1c1cncnc1)c1ccc2cc(Cl)ccc2n1,oracle,autodockgpu,-8.5600000000000005,energy,"{""free_energy"": -8.52, ""intermolecular_energy"": -10.01, ""internal_energy"": -1.36, ""cluster_size"": 15, ""cluster_id"": 1, ""rank_in_cluster"": 5}",-8.56,0.0,271.54,1
O=C(NCC(=O)N1CCCC[C@H]1c1cncnc1)c1ccc2cc(Cl)ccc2n1,oracle,autodockgpu,-8.5600000000000005,energy,"{""free_energy"": -8.52, ""intermolecular_energy"": -10.01, ""internal_energy"": -1.37, ""cluster_size"": 15, ""cluster_id"": 1, ""rank_in_cluster"": 4}",-8.53,0.13,271.56,1
O=C(NCC(=O)N1CCCC[C@H]1c1cncnc1)c1ccc2cc(Cl)ccc2n1,oracle,autodockgpu,-8.5600000000000005,energy,"{""free_energy"": -7.73, ""intermolecular_energy"": -9.22, ""internal_energy"": -1.6, ""cluster_size"": 3, ""cluster_id"": 2, ""rank_in_cluster"": 2}",-8.52,0.15,271.54,1
O=C(NCC(=O)N1CCCC[C@H]1c1cncnc1)c1ccc2cc(Cl)ccc2n1,oracle,autodockgpu,-8.5600000000000005,energy,"{""free_energy"": -7.54, ""intermolecular_energy"": -9.03, ""internal_energy"": -1.91, ""cluster_size"": 3, ""cluster_id"": 2, ""rank_in_cluster"": 3}",-8.52,0.3,271.62,1
O=C(NCC(=O)N1CCCC[C@H]1c1cncnc1)c1ccc2cc(Cl)ccc2n1,oracle,autodockgpu,-8.5600000000000005,energy,"{""free_energy"": -8.38, ""intermolecular_energy"": -9.87, ""internal_energy"": -1.48, ""cluster_size"": 15, ""cluster_id"": 1, ""rank_in_cluster"": 13}",-8.52,0.17,271.58,1
O=C(NCC(=O)N1CCCC[C@H]1c1cncnc1)c1ccc2cc(Cl)ccc2n1,oracle,autodockgpu,-8.5600000000000005,energy,"{""free_energy"": -7.9, ""intermolecular_energy"": -9.39, ""internal_energy"": -1.34, ""cluster_size"": 15, ""cluster_id"": 1, ""rank_in_cluster"": 15}",-8.51,0.35,271.6,1
O=C(NCC(=O)N1CCCC[C@H]1c1cncnc1)c1ccc2cc(Cl)ccc2n1,oracle,autodockgpu,-8.5600000000000005,energy,"{""free_energy"": -8.48, ""intermolecular_energy"": -9.98, ""internal_energy"": -1.39, ""cluster_size"": 15, ""cluster_id"": 1, ""rank_in_cluster"": 8}",-8.5,0.17,271.55,1
O=C(NCC(=O)N1CCCC[C@H]1c1cncnc1)c1ccc2cc(Cl)ccc2n1,oracle,autodockgpu,-8.5600000000000005,energy,"{""free_energy"": -8.47, ""intermolecular_energy"": -9.96, ""internal_energy"": -1.41, ""cluster_size"": 15, ""cluster_id"": 1, ""rank_in_cluster"": 9}",-8.48,0.39,271.58,1
O=C(NCC(=O)N1CCCC[C@H]1c1cncnc1)c1ccc2cc(Cl)ccc2n1,oracle,autodockgpu,-8.5600000000000005,energy,"{""free_energy"": -8.44, ""intermolecular_energy"": -9.93, ""internal_energy"": -1.41, ""cluster_size"": 15, ""cluster_id"": 1, ""rank_in_cluster"": 11}",-8.47,0.41,271.56,1
O=C(NCC(=O)N1CCCC[C@H]1c1cncnc1)c1ccc2cc(Cl)ccc2n1,oracle,autodockgpu,-8.5600000000000005,energy,"{""free_energy"": -6.7, ""intermolecular_energy"": -8.19, ""internal_energy"": -2.11, ""cluster_size"": 1, ""cluster_id"": 4, ""rank_in_cluster"": 1}",-8.44,0.43,271.57,1
